Customer ID,Gender,Affinity,Annual Spend,Loyalty Program Member,Response Channel,CLV,Offer1,Offer2,Offer3,Offer4,Offer5,Offer6,Offer7,Offer8,Offer9,Offer10,Offer11
34297,F,Womens Shoes,149.744,NO,Mobile,14974.4,F,F,F,F,F,F,F,F,F,F,F
34529,F,Mens Sportswear,431.953,NO,Mobile,43195.3,T,F,F,F,T,F,F,F,F,T,T
34593,M,Womens Career,358.231,YES,Mobile,35823.1,F,F,T,F,T,T,F,T,F,F,F
34605,F,Womens Shoes,457.7,YES,Mobile,45770,F,F,F,T,T,F,F,T,T,F,T
34702,M,Mens Sportswear,263.763,YES,Mobile,26376.3,T,F,F,F,F,F,F,F,F,T,F
34750,F,Mens Casual,219.036,NO,Mobile,21903.6,T,F,F,T,T,F,T,F,F,F,F
34756,F,Mens Casual,152.704,YES,Mobile,15270.4,F,F,F,F,F,F,F,F,F,F,F
34809,F,Mens Career,327.941,NO,Email,32794.1,F,F,F,F,T,F,F,F,F,F,F
35197,M,Mens Career,403.398,NO,Email,40339.8,F,F,F,F,F,T,T,T,F,T,F
35262,M,Womens Career,262.512,YES,Direct Mail,26251.2,T,F,F,T,F,F,F,F,F,T,F
35519,M,Womens Shoes,302.371,YES,Mobile,30237.1,F,F,F,F,F,T,F,F,F,F,F
35561,M,Mens Career,344.236,YES,Email,34423.6,F,F,F,F,F,T,F,F,F,F,T
35707,M,Womens Shoes,165.348,NO,Email,16534.8,F,F,F,F,F,F,F,F,T,T,F
35904,F,Mens Career,380.608,NO,Direct Mail,38060.8,T,F,T,T,F,F,F,T,T,T,T
35979,M,Womens Shoes,277.47,NO,Mobile,27747,F,F,F,F,F,F,F,F,F,T,F
36040,M,Womens Shoes,373.032,NO,Email,37303.2,F,F,F,F,F,T,F,T,T,F,F
36190,M,Womens Sportwear,284.132,YES,Direct Mail,28413.2,F,F,F,T,F,T,T,F,T,F,F
36191,F,Mens Casual,464.275,NO,Direct Mail,46427.5,T,F,T,F,F,T,T,F,F,T,F
36278,M,Womens Shoes,430.066,NO,Email,43006.6,F,T,F,F,F,T,F,F,T,F,F
36364,F,Womens Shoes,197.256,YES,Mobile,19725.6,F,F,F,F,T,F,F,F,F,T,F
36405,F,Home goods,348.222,YES,Direct Mail,34822.2,F,T,T,F,F,T,T,F,T,F,F
36631,M,Mens Sportswear,270.515,YES,Email,27051.5,F,F,F,F,F,F,F,F,F,F,F
36857,M,Womens Career,461.326,YES,Email,46132.6,F,T,F,F,F,F,F,F,F,F,F
36863,F,Mens Career,394.701,YES,Mobile,39470.1,F,F,T,F,F,F,F,T,F,F,T
36927,M,Home goods,201.812,NO,Direct Mail,20181.2,F,F,F,T,F,T,T,F,F,F,T
36951,F,Mens Casual,129.531,YES,Direct Mail,12953.1,F,F,F,F,F,F,T,F,F,F,T
37098,F,Mens Casual,266.378,YES,Mobile,26637.8,T,T,F,F,F,F,F,F,T,F,F
37114,M,Womens Sportwear,480.396,NO,Email,48039.6,F,F,F,T,F,T,T,F,F,T,T
37166,F,Womens Career,164.835,NO,Mobile,16483.5,T,F,F,F,F,F,T,F,F,T,F
37305,M,Womens Career,339.607,NO,Mobile,33960.7,F,F,F,F,F,F,F,F,F,F,F
37366,M,Mens Career,432.528,NO,Email,43252.8,T,F,T,F,T,F,F,F,F,T,F
37523,F,Home goods,276.713,NO,Mobile,27671.3,T,T,T,T,F,F,F,T,T,T,F
37567,M,Womens Shoes,417.778,NO,Mobile,41777.8,F,T,T,F,F,T,F,F,F,F,F
37571,M,Mens Sportswear,180.642,NO,Email,18064.2,F,T,F,T,F,F,F,T,T,F,F
37784,M,Home goods,490.631,YES,Mobile,49063.1,F,F,F,F,T,F,F,F,F,F,F
37917,F,Womens Sportwear,229.288,NO,Email,22928.8,T,T,F,F,F,F,F,T,F,F,F
37917,F,Womens Sportwear,229.288,NO,Email,22928.8,F,T,F,F,F,F,F,T,F,F,T
37917,F,Womens Shoes,322.318,NO,Direct Mail,32231.8,T,T,F,F,F,F,F,T,F,F,F
37917,F,Womens Shoes,322.318,NO,Direct Mail,32231.8,F,T,F,F,F,F,F,T,F,F,T
37939,M,Mens Sportswear,497.316,YES,Mobile,49731.6,T,T,F,F,T,F,F,F,T,F,F
38014,F,Mens Casual,233.31,NO,Direct Mail,23331,F,T,F,T,T,T,F,F,T,F,F
38055,F,Mens Sportswear,144.497,YES,Mobile,14449.7,T,F,F,F,F,F,F,F,F,F,F
38063,F,Home goods,360.742,NO,Email,36074.2,T,F,F,F,F,F,F,T,F,T,T
38097,M,Womens Sportwear,371.385,NO,Email,37138.5,T,F,F,T,T,T,T,T,F,T,F
38360,F,Womens Shoes,350.157,YES,Email,35015.7,F,F,F,T,F,F,F,F,F,F,F
38468,F,Womens Shoes,427.908,YES,Mobile,42790.8,F,F,F,F,F,F,F,F,F,F,F
38477,M,Womens Career,138.168,YES,Email,13816.8,F,T,F,F,F,F,F,F,F,F,T
38600,M,Womens Sportwear,474.76,NO,Mobile,47476,F,F,F,F,F,F,F,T,F,F,T
38608,M,Home goods,427.334,YES,Mobile,42733.4,F,T,F,F,F,F,T,F,F,F,F
38645,F,Mens Casual,472.099,YES,Email,47209.9,T,F,F,F,T,F,T,T,F,T,T
38723,F,Mens Career,171.59,NO,Direct Mail,17159,T,F,F,F,F,F,T,F,T,T,F
38765,M,Home goods,222.034,YES,Email,22203.4,F,T,T,F,F,F,T,F,F,F,F
39042,F,Womens Shoes,498.321,NO,Email,49832.1,F,F,F,F,T,F,F,T,F,F,T
39077,M,Womens Shoes,205.746,NO,Mobile,20574.6,F,T,F,F,T,F,F,F,F,F,F
39080,F,Home goods,183.878,YES,Mobile,18387.8,F,F,F,T,F,F,F,F,F,T,F
39081,M,Home goods,475.807,YES,Direct Mail,47580.7,F,T,T,T,T,T,T,T,T,F,F
39221,M,Mens Sportswear,353.104,NO,Mobile,35310.4,F,T,F,F,T,F,F,F,F,F,F
39581,F,Mens Career,292.526,YES,Email,29252.6,F,F,F,F,F,F,F,F,F,F,F
39715,M,Womens Shoes,282.126,YES,Email,28212.6,T,F,F,F,F,F,F,F,F,F,F
39808,M,Womens Sportwear,427.123,NO,Direct Mail,42712.3,F,T,T,T,F,F,F,F,F,T,T
39817,F,Home goods,132.005,YES,Email,13200.5,F,F,F,F,F,F,T,F,F,F,F
39884,M,Womens Shoes,312.737,NO,Email,31273.7,F,F,F,F,F,F,F,T,F,F,F
39914,F,Womens Sportwear,367.285,YES,Mobile,36728.5,T,F,T,F,F,F,F,F,F,F,F
39952,M,Mens Sportswear,353.369,NO,Mobile,35336.9,F,F,F,T,F,T,T,F,T,F,F
39970,M,Mens Career,467.406,YES,Direct Mail,46740.6,F,F,F,T,F,T,T,F,F,F,F
40090,F,Womens Career,414.851,YES,Direct Mail,41485.1,F,F,F,T,F,T,F,F,F,F,F
40208,F,Womens Sportwear,231.67,NO,Email,23167,T,T,F,F,T,T,F,F,F,F,F
40282,F,Home goods,335.207,YES,Email,33520.7,F,F,T,F,F,T,F,T,F,F,T
40459,F,Womens Sportwear,379.935,NO,Mobile,37993.5,F,F,T,F,F,F,F,T,F,F,T
40505,F,Womens Shoes,430.394,NO,Mobile,43039.4,F,T,T,F,F,F,F,T,F,F,T
40542,F,Womens Shoes,442.289,NO,Mobile,44228.9,F,F,F,F,F,F,F,F,F,F,F
40579,F,Mens Career,495.42,YES,Email,49542,F,F,F,F,F,F,F,T,F,F,T
40659,M,Womens Sportwear,274.8,YES,Mobile,27480,F,F,F,T,F,T,T,F,F,F,F
40690,M,Womens Shoes,286.205,NO,Email,28620.5,F,F,F,T,F,T,F,F,T,F,F
40743,M,Womens Shoes,253.732,YES,Mobile,25373.2,F,F,T,F,F,F,F,F,F,F,F
40789,F,Mens Casual,111.86,NO,Email,11186,T,F,T,F,F,F,F,F,F,T,T
40949,M,Mens Sportswear,101.17,YES,Email,10117,T,F,T,T,T,T,T,F,F,F,F
41132,F,Womens Career,184.412,NO,Direct Mail,18441.2,F,F,F,T,F,F,F,F,F,F,T
41157,F,Womens Sportwear,202.332,NO,Email,20233.2,T,F,T,F,T,T,F,F,T,F,F
41792,M,Womens Career,145.692,NO,Email,14569.2,T,T,T,F,F,F,F,F,F,T,F
41805,M,Mens Career,485.787,NO,Email,48578.7,F,F,F,T,F,T,T,F,F,T,T
41841,M,Womens Career,182.815,NO,Email,18281.5,T,T,T,T,F,F,F,F,T,F,T
41866,F,Mens Casual,204.519,NO,Email,20451.9,F,F,F,F,F,F,F,F,F,F,F
41996,F,Mens Casual,283.472,YES,Mobile,28347.2,F,F,T,F,F,F,F,F,F,F,T
42037,M,Womens Career,497.612,NO,Email,49761.2,F,F,F,F,T,F,F,F,F,F,F
42056,F,Womens Career,448.521,YES,Mobile,44852.1,F,F,F,F,F,F,F,T,F,T,F
42163,M,Womens Sportwear,449.981,NO,Email,44998.1,T,F,F,F,F,F,F,F,F,F,F
42167,F,Womens Shoes,106.201,NO,Mobile,10620.1,F,T,F,T,F,F,F,F,F,T,F
42381,M,Mens Casual,460.621,NO,Email,46062.1,F,F,F,T,T,T,T,T,F,T,F
42459,F,Womens Shoes,326.446,YES,Mobile,32644.6,F,F,F,F,T,T,F,T,T,F,T
42524,F,Mens Career,142.989,NO,Direct Mail,14298.9,T,T,T,F,F,F,F,F,T,T,F
42583,F,Mens Casual,356.757,YES,Email,35675.7,F,F,F,F,F,F,F,F,F,F,F
42653,M,Home goods,140.502,YES,Mobile,14050.2,F,F,F,F,F,F,F,F,T,F,F
42689,F,Mens Career,122.038,NO,Mobile,12203.8,T,F,F,F,F,F,F,F,F,F,T
42778,M,Home goods,352.808,YES,Email,35280.8,F,F,T,T,F,T,T,F,T,F,F
42927,F,Womens Sportwear,256.375,YES,Mobile,25637.5,F,F,F,F,F,F,F,F,F,F,F
43044,M,Mens Casual,298.836,YES,Email,29883.6,T,T,F,F,F,F,F,F,T,F,F
43111,F,Mens Casual,434.371,YES,Email,43437.1,F,F,T,T,F,F,F,F,T,F,F
43228,M,Womens Shoes,400.922,NO,Email,40092.2,T,F,F,F,F,F,F,F,F,F,F
43401,M,Womens Shoes,294.406,NO,Email,29440.6,T,F,F,T,F,T,T,F,F,T,F
43498,F,Mens Career,336.065,YES,Direct Mail,33606.5,F,F,F,F,F,F,F,F,F,F,F
43550,M,Mens Sportswear,105.365,NO,Email,10536.5,F,F,F,T,F,F,F,F,F,T,F
43557,F,Womens Shoes,245.056,YES,Email,24505.6,T,F,F,F,F,F,F,F,F,F,F
43800,F,Mens Career,442.831,YES,Mobile,44283.1,F,F,F,T,F,F,T,T,F,F,T
43962,M,Mens Sportswear,116.764,NO,Direct Mail,11676.4,F,F,F,F,F,F,F,F,F,T,F
43964,F,Womens Shoes,294.585,NO,Email,29458.5,T,F,F,T,F,F,F,T,F,F,F
44235,F,Womens Career,277.268,YES,Email,27726.8,F,F,T,F,F,F,T,T,F,F,T
44294,M,Mens Casual,385.314,NO,Email,38531.4,F,F,T,T,F,T,T,F,F,F,F
44452,F,Mens Sportswear,126.097,NO,Mobile,12609.7,T,F,F,F,T,F,T,F,F,F,F
44562,F,Home goods,135.32,YES,Direct Mail,13532,F,F,F,F,F,T,F,F,T,F,F
44594,F,Home goods,466.746,YES,Email,46674.6,F,F,F,F,F,F,F,T,F,F,T
44775,F,Mens Sportswear,235.745,NO,Direct Mail,23574.5,T,F,F,F,F,F,T,T,F,T,F
44825,F,Mens Casual,369.448,NO,Mobile,36944.8,F,T,F,F,F,F,F,F,F,T,T
44887,M,Womens Shoes,468.983,YES,Mobile,46898.3,T,F,F,F,F,F,F,F,F,F,F
45019,M,Mens Casual,472.341,NO,Mobile,47234.1,F,T,F,F,F,F,F,F,F,F,F
45102,M,Womens Sportwear,325.518,NO,Email,32551.8,T,F,F,F,F,T,F,F,F,T,F
45375,M,Mens Sportswear,394.947,NO,Mobile,39494.7,F,F,F,F,T,T,F,F,F,F,F
45992,F,Mens Career,136.452,YES,Email,13645.2,F,F,F,F,F,F,F,F,F,F,F
46005,M,Womens Shoes,308.594,NO,Mobile,30859.4,F,F,F,F,F,F,F,F,F,F,F
46054,M,Womens Shoes,142.814,NO,Mobile,14281.4,F,T,F,T,T,T,T,F,T,F,T
46071,F,Mens Career,181.207,NO,Email,18120.7,T,F,F,F,F,F,F,F,T,T,F
46278,M,Womens Shoes,340.079,NO,Mobile,34007.9,T,T,F,T,F,F,T,F,F,F,F
46419,F,Home goods,453.239,NO,Mobile,45323.9,F,F,F,T,F,F,F,F,F,T,T
46471,M,Womens Career,254.795,YES,Direct Mail,25479.5,F,F,F,F,F,F,F,F,F,F,F
46539,M,Mens Casual,383.992,NO,Direct Mail,38399.2,T,F,T,F,T,F,F,F,F,T,F
46686,F,Home goods,295.925,NO,Direct Mail,29592.5,F,F,T,F,F,F,F,F,F,F,F
46730,F,Mens Casual,416.178,NO,Mobile,41617.8,T,F,F,T,F,F,F,F,F,T,F
47136,F,Womens Career,220.32,NO,Email,22032,F,F,F,F,F,F,F,F,F,T,F
47251,F,Home goods,464.065,YES,Mobile,46406.5,T,T,F,T,F,F,F,T,T,T,T
47307,F,Womens Career,298.812,NO,Mobile,29881.2,F,F,F,F,F,F,F,F,F,F,F
47330,F,Mens Career,209.348,YES,Email,20934.8,T,F,F,F,F,T,F,T,F,F,T
47341,M,Home goods,319.765,NO,Mobile,31976.5,T,F,F,F,F,T,F,F,F,T,T
47343,F,Womens Sportwear,489.554,YES,Mobile,48955.4,F,T,F,F,F,T,F,T,F,F,T
47421,M,Womens Shoes,287.408,YES,Email,28740.8,F,F,F,F,F,F,F,F,F,F,F
47441,F,Womens Career,135.428,YES,Mobile,13542.8,F,T,F,F,F,T,F,F,F,F,T
47489,M,Mens Career,230.236,YES,Mobile,23023.6,F,F,F,F,F,F,F,T,F,F,T
47547,F,Mens Casual,428.159,YES,Email,42815.9,F,F,F,F,F,F,F,F,T,F,F
47598,F,Mens Casual,429.427,YES,Mobile,42942.7,T,F,F,F,F,F,T,T,F,F,T
47638,M,Mens Sportswear,256.66,YES,Email,25666,F,F,F,T,F,T,T,F,F,F,F
47645,F,Mens Casual,356.412,NO,Email,35641.2,F,F,F,F,F,F,F,F,F,F,F
47913,F,Womens Career,490.675,NO,Direct Mail,49067.5,F,F,T,F,F,F,F,T,F,F,T
47914,F,Womens Shoes,445.913,YES,Email,44591.3,F,T,F,F,F,F,F,T,F,T,T
47923,M,Mens Sportswear,260.39,YES,Mobile,26039,F,F,T,T,F,F,T,F,T,F,F
48247,F,Womens Sportwear,486.794,NO,Direct Mail,48679.4,F,F,F,F,F,F,F,F,F,F,F
48749,F,Mens Casual,184.71,YES,Mobile,18471,F,F,F,F,F,F,F,F,F,T,F
48783,M,Mens Casual,246.1,NO,Mobile,24610,T,F,F,T,F,T,T,F,F,F,F
48893,F,Home goods,283.283,YES,Direct Mail,28328.3,F,F,F,F,F,F,F,F,F,F,T
48896,F,Womens Career,304.368,YES,Email,30436.8,F,F,F,F,F,F,F,F,F,F,F
49085,M,Home goods,261.937,NO,Mobile,26193.7,F,F,F,F,F,F,F,T,F,T,T
49225,F,Womens Shoes,138.218,YES,Mobile,13821.8,F,F,F,F,F,F,F,F,F,F,F
49632,M,Womens Career,107.717,NO,Mobile,10771.7,F,F,F,T,T,F,F,F,F,T,T
49658,M,Womens Shoes,172.076,YES,Mobile,17207.6,F,T,F,T,F,F,F,F,T,F,T
49769,M,Womens Sportwear,200.58,YES,Mobile,20058,F,T,F,F,F,F,F,F,F,F,F
49861,M,Mens Career,388.491,YES,Email,38849.1,F,F,F,F,F,F,T,F,F,F,F
50064,M,Mens Career,470.822,NO,Mobile,47082.2,T,F,T,T,F,T,T,F,F,T,F
50087,F,Womens Sportwear,409.255,NO,Mobile,40925.5,F,F,F,F,F,F,F,T,F,F,F
50104,M,Womens Career,256.03,NO,Email,25603,T,F,F,F,F,F,T,F,F,T,F
50142,M,Womens Career,177.878,YES,Mobile,17787.8,F,F,F,F,F,F,F,T,F,F,F
50150,F,Womens Shoes,395.248,NO,Email,39524.8,T,F,F,F,F,F,F,T,T,T,F
50180,M,Mens Sportswear,355.435,YES,Email,35543.5,F,F,F,T,T,F,F,F,T,F,T
50258,F,Mens Casual,430.885,YES,Email,43088.5,F,T,F,F,F,F,F,F,F,F,F
50324,M,Mens Casual,201.004,YES,Email,20100.4,F,T,F,F,F,F,F,F,T,T,F
50531,F,Mens Career,374.002,YES,Mobile,37400.2,T,T,T,F,F,F,F,F,F,F,F
50551,F,Womens Shoes,276.473,NO,Mobile,27647.3,T,F,T,T,F,T,F,F,T,F,F
50633,M,Womens Sportwear,230.638,YES,Direct Mail,23063.8,F,F,F,F,F,F,F,F,F,F,T
50645,F,Mens Career,316.988,YES,Direct Mail,31698.8,F,T,F,F,F,T,F,F,F,F,F
50647,M,Womens Shoes,385.632,YES,Mobile,38563.2,F,F,F,T,F,F,F,F,F,F,F
50961,F,Home goods,240.284,YES,Email,24028.4,F,F,F,F,F,F,T,F,F,F,F
51183,F,Mens Casual,223.157,NO,Email,22315.7,F,F,F,F,F,F,F,F,F,F,F
51384,F,Mens Casual,148.697,NO,Email,14869.7,F,F,F,F,F,F,F,F,F,T,F
51732,M,Home goods,410.697,YES,Email,41069.7,F,T,F,T,F,T,T,F,F,F,F
51818,M,Mens Career,166.528,NO,Mobile,16652.8,T,F,F,F,F,F,F,F,F,F,F
51846,F,Mens Sportswear,370.748,NO,Mobile,37074.8,T,F,F,F,F,F,F,F,F,T,F
51916,F,Mens Sportswear,247.427,NO,Email,24742.7,F,F,T,F,T,F,T,F,T,F,F
51939,M,Womens Sportwear,432.419,YES,Mobile,43241.9,F,F,F,T,F,T,T,T,F,F,F
51979,M,Womens Career,205.285,YES,Mobile,20528.5,F,F,F,T,T,T,T,F,F,F,T
52011,F,Home goods,391.196,NO,Email,39119.6,F,F,F,F,F,F,T,F,F,F,F
52128,M,Womens Sportwear,136.852,YES,Mobile,13685.2,F,F,F,T,F,T,F,F,F,F,F
52359,F,Womens Shoes,262.052,NO,Direct Mail,26205.2,T,F,F,F,F,T,F,T,F,T,F
52421,M,Womens Career,317.355,NO,Mobile,31735.5,T,F,F,T,T,T,T,T,T,T,F
52451,M,Mens Career,490.56,NO,Direct Mail,49056,F,T,T,F,F,F,F,T,F,F,F
52530,F,Mens Career,280.822,NO,Email,28082.2,F,F,F,F,F,F,F,F,T,F,F
52903,M,Mens Career,386.381,YES,Email,38638.1,F,F,F,F,F,F,F,F,F,F,F
53320,M,Womens Shoes,462.7,YES,Mobile,46270,F,F,F,F,T,F,F,F,T,T,F
53750,F,Home goods,385.113,YES,Direct Mail,38511.3,F,F,F,T,F,F,F,F,F,T,T
53953,F,Womens Shoes,269.729,NO,Mobile,26972.9,T,T,F,F,F,F,F,F,T,F,F
53959,F,Mens Casual,408.684,YES,Email,40868.4,F,T,T,F,F,F,T,F,T,F,T
54152,M,Womens Shoes,205.95,YES,Mobile,20595,F,F,F,F,F,T,T,T,F,F,F
54172,F,Womens Career,104.023,YES,Direct Mail,10402.3,F,T,F,F,F,F,T,F,F,T,F
54180,M,Home goods,430.372,NO,Email,43037.2,F,T,F,T,F,T,T,F,F,F,F
54190,F,Womens Shoes,364.736,YES,Email,36473.6,F,F,F,F,F,F,F,F,F,F,F
54313,M,Home goods,306.545,NO,Email,30654.5,T,F,F,F,F,F,F,F,T,T,T
54314,F,Womens Sportwear,312.939,YES,Email,31293.9,F,T,F,F,F,F,F,F,F,F,F
54462,M,Womens Career,388.386,NO,Email,38838.6,F,F,T,T,F,T,T,T,F,F,F
54981,M,Mens Sportswear,492.205,YES,Email,49220.5,F,F,F,T,T,F,F,T,F,F,F
55091,M,Womens Shoes,402.274,NO,Email,40227.4,F,F,F,F,T,F,T,F,F,F,F
55295,F,Mens Sportswear,326.529,NO,Mobile,32652.9,T,F,T,F,T,T,F,F,F,F,F
55418,F,Home goods,208.812,YES,Mobile,20881.2,T,F,F,F,F,F,F,F,F,F,F
55550,M,Home goods,314.75,NO,Email,31475,T,F,F,F,F,T,F,T,F,F,F
55552,M,Womens Shoes,416.462,YES,Mobile,41646.2,T,F,F,F,F,F,F,F,F,T,F
55625,F,Womens Career,448.626,NO,Mobile,44862.6,T,T,F,F,T,F,F,T,T,F,T
55629,M,Womens Sportwear,496.018,YES,Email,49601.8,F,F,F,F,F,F,F,F,F,T,F
55652,M,Womens Career,417.166,NO,Mobile,41716.6,T,F,F,T,F,T,T,F,F,T,F
55951,M,Mens Career,156.793,NO,Mobile,15679.3,F,F,F,F,F,F,F,T,F,F,T
55992,M,Womens Shoes,172.856,YES,Email,17285.6,F,F,F,F,T,F,F,F,T,T,F
56034,M,Womens Sportwear,412.711,NO,Email,41271.1,T,T,F,T,F,T,T,F,F,T,F
56097,F,Womens Sportwear,467.188,YES,Email,46718.8,F,F,F,F,F,F,F,T,F,F,T
56220,F,Mens Career,126.155,YES,Mobile,12615.5,F,T,F,F,T,F,F,F,F,F,F
56258,F,Mens Career,215.804,NO,Mobile,21580.4,T,F,F,F,F,F,F,T,T,F,F
56452,M,Womens Shoes,208.234,NO,Direct Mail,20823.4,T,T,F,F,T,F,F,F,F,F,T
56677,F,Womens Career,303.099,NO,Email,30309.9,T,F,F,F,F,F,F,F,F,F,F
56851,M,Womens Shoes,216.406,NO,Mobile,21640.6,F,F,F,T,F,T,T,F,F,F,F
56885,M,Womens Shoes,335.694,NO,Direct Mail,33569.4,F,T,F,T,T,T,T,F,T,F,T
57068,M,Mens Career,228.535,NO,Direct Mail,22853.5,F,F,T,T,F,F,F,F,F,T,F
57101,M,Mens Career,207.588,YES,Mobile,20758.8,T,F,F,F,F,T,F,F,F,F,F
57102,M,Home goods,199.099,NO,Email,19909.9,F,F,F,T,F,T,T,F,F,T,F
57207,M,Womens Shoes,391.627,YES,Direct Mail,39162.7,F,F,T,F,F,F,F,T,F,F,T
57268,M,Womens Shoes,250.267,YES,Email,25026.7,T,T,F,F,F,F,F,F,T,F,F
57582,M,Home goods,246.694,YES,Email,24669.4,F,F,T,F,T,F,F,F,F,F,F
57615,M,Womens Sportwear,467.916,YES,Mobile,46791.6,T,F,F,F,T,F,F,F,F,F,T
57678,M,Womens Shoes,476.595,NO,Direct Mail,47659.5,F,F,F,F,F,T,F,F,F,F,F
57762,M,Womens Shoes,267.967,YES,Email,26796.7,T,F,F,F,T,F,F,F,F,F,F
57851,F,Womens Shoes,295.62,YES,Email,29562,T,F,F,F,T,F,T,F,F,F,T
57952,F,Womens Career,351.487,NO,Direct Mail,35148.7,F,F,F,T,F,F,F,T,F,F,T
58144,F,Home goods,288.307,NO,Mobile,28830.7,F,F,F,F,T,T,F,F,F,F,F
58154,M,Mens Sportswear,491.367,NO,Direct Mail,49136.7,F,F,F,F,T,F,F,F,F,F,F
58188,M,Home goods,360.631,NO,Mobile,36063.1,T,F,F,F,T,F,F,F,F,T,F
58235,F,Womens Sportwear,481.146,NO,Email,48114.6,F,F,F,T,F,F,F,T,F,F,T
58288,M,Mens Career,144.81,NO,Mobile,14481,F,F,F,F,F,F,F,F,F,F,F
58341,F,Mens Career,328.363,YES,Email,32836.3,F,F,F,T,T,F,F,F,F,F,F
58343,M,Womens Shoes,133.662,YES,Mobile,13366.2,F,F,T,F,F,F,F,F,F,F,T
58388,M,Mens Casual,187.703,NO,Direct Mail,18770.3,F,F,F,F,T,F,T,F,T,F,F
58485,M,Mens Career,355.474,NO,Direct Mail,35547.4,T,F,F,F,F,T,F,F,F,F,T
58566,M,Mens Casual,376.643,NO,Email,37664.3,F,T,F,F,F,F,F,F,T,F,F
58768,F,Mens Sportswear,180.798,YES,Direct Mail,18079.8,F,F,F,F,F,F,F,T,T,F,F
58803,M,Mens Casual,112.921,NO,Direct Mail,11292.1,F,T,F,T,F,T,T,F,F,F,T
58914,F,Womens Shoes,289.163,YES,Mobile,28916.3,F,F,F,F,F,T,F,F,F,F,F
59071,F,Womens Shoes,280.768,YES,Direct Mail,28076.8,F,F,F,F,T,F,T,F,F,T,F
59184,F,Womens Sportwear,124.807,NO,Email,12480.7,F,T,F,F,F,F,F,F,F,F,F
59297,F,Womens Sportwear,493.566,NO,Direct Mail,49356.6,F,F,F,T,T,F,T,T,F,F,T
59349,M,Womens Career,284.931,YES,Mobile,28493.1,T,F,F,T,F,T,T,F,T,F,F
59352,F,Womens Career,494.212,YES,Email,49421.2,F,F,F,F,F,F,F,T,F,T,T
59389,F,Womens Sportwear,395.687,NO,Mobile,39568.7,F,F,F,T,F,F,F,F,F,F,F
59439,M,Womens Career,207.784,YES,Email,20778.4,T,F,F,F,F,F,T,F,F,F,F
59480,F,Womens Shoes,103.282,NO,Email,10328.2,T,T,T,T,F,F,F,T,F,T,F
59580,M,Home goods,408.781,YES,Email,40878.1,T,F,T,T,F,T,T,F,F,F,F
59590,M,Mens Career,279.826,YES,Mobile,27982.6,F,F,T,T,F,T,T,F,T,F,F
59599,F,Mens Casual,274.881,YES,Email,27488.1,F,F,F,F,T,T,T,F,F,F,F
60073,M,Mens Casual,116.56,YES,Mobile,11656,F,F,F,F,F,F,F,T,F,T,F
60153,M,Womens Shoes,471.56,YES,Mobile,47156,F,T,F,F,T,F,T,T,F,F,F
60159,M,Mens Sportswear,432.178,NO,Mobile,43217.8,F,F,F,T,F,T,T,F,F,F,F
60240,M,Home goods,219.871,YES,Email,21987.1,F,F,F,F,F,F,F,F,F,F,F
60499,M,Womens Shoes,118.442,YES,Email,11844.2,T,T,F,T,F,F,F,F,F,T,F
